                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    282,                 1.1496,                 3.9989,                0.34553,                 2.5143,                  1.486,                0.29032,                0.75573,                0.53133,                0.32336,                0.38861,                0.33588,                0.25797,                0.08153,                 1.5567,                 4.5438,                0.19474,                 2.9909,                 1.9818,              0.0001454,              0.0001454,              0.0001454
                    283,                 1.0918,                 3.8142,                 0.3349,                 2.3321,                 1.4495,                0.34601,                0.69466,                0.55169,                0.32771,                0.20913,                0.41985,                0.29075,                0.09264,                 1.5566,                  4.511,                0.19851,                 3.2421,                 1.9732,              0.0001388,              0.0001388,              0.0001388
                    284,                 1.1394,                 4.0455,                0.30443,                  2.399,                 1.5225,                0.31987,                0.72519,                0.55501,                0.33605,                0.18182,                0.41221,                0.26273,                0.08715,                 1.5461,                 4.4435,                0.19504,                 3.0827,                 1.9697,              0.0001322,              0.0001322,              0.0001322
                    285,                0.99505,                 3.6906,                0.33606,                 2.4838,                 1.3582,                0.28698,                0.74046,                0.54103,                0.32712,                0.17456,                0.45038,                0.26773,                0.08343,                 1.5505,                 4.4759,                0.18999,                 3.0358,                 1.9743,              0.0001256,              0.0001256,              0.0001256
                    286,                 1.1416,                 3.8686,                0.31618,                 2.3508,                  1.472,                0.30897,                0.70992,                0.54039,                0.32148,                0.19269,                0.44275,                 0.2794,                 0.0903,                 1.5604,                  4.496,                0.19356,                 3.1693,                 1.9705,               0.000119,               0.000119,               0.000119
                    287,                 1.1642,                 4.2731,                0.34489,                 2.5141,                 1.4987,                0.32203,                0.72519,                0.57299,                0.34563,                0.19322,                0.43511,                0.27529,                0.09299,                 1.5652,                 4.4814,                 0.1958,                 3.1399,                 1.9829,              0.0001124,              0.0001124,              0.0001124
                    288,                 1.1483,                 3.7854,                0.33724,                 2.3871,                 1.4698,                   0.32,                0.73282,                  0.579,                0.35081,                0.18667,                0.42748,                0.27367,                0.09227,                  1.559,                 4.4591,                0.19221,                 3.1075,                 1.9759,              0.0001058,              0.0001058,              0.0001058
                    289,                 1.1913,                 3.7984,                0.34081,                 2.5423,                 1.5327,                 0.3003,                0.76336,                0.58189,                0.34619,                0.17417,                0.44275,                0.26023,                0.08705,                 1.5776,                 4.4517,                0.18789,                 3.0392,                 1.9814,               9.92e-05,               9.92e-05,               9.92e-05
                    290,                 1.0927,                 4.1031,                0.35855,                 2.3859,                 1.4353,                0.30341,                0.74809,                0.57688,                0.34429,                0.17337,                0.42748,                0.25972,                0.08837,                  1.573,                 4.4693,                0.18594,                 3.0739,                 1.9795,               9.26e-05,               9.26e-05,               9.26e-05
                    291,                0.90508,                 3.2802,                 0.2254,                 2.0417,                 1.3423,                0.27794,                0.74046,                0.57662,                0.35485,                0.16332,                0.43511,                0.27061,                0.08923,                 1.5515,                 4.4728,                0.19114,                 2.9922,                 1.9754,                8.6e-05,                8.6e-05,                8.6e-05
                    292,                0.88572,                 3.1508,                0.20994,                 2.0903,                 1.2878,                0.30333,                0.69466,                0.56682,                0.35866,                0.18667,                0.42748,                0.28869,                0.10036,                 1.5627,                 4.4732,                0.19258,                 3.2187,                 1.9865,               7.94e-05,               7.94e-05,               7.94e-05
                    293,                0.79955,                 2.9553,                0.17732,                 1.9266,                 1.2168,                0.33091,                0.69466,                0.58153,                0.36567,                    0.2,                0.41985,                 0.3054,                0.10391,                 1.5755,                 4.4771,                0.19033,                 3.2601,                 1.9856,               7.28e-05,               7.28e-05,               7.28e-05
                    294,                0.82214,                 3.1728,                0.21489,                 2.0093,                 1.1897,                0.36145,                0.68702,                0.58534,                 0.3662,                0.23695,                0.45038,                0.30553,                0.10379,                 1.5742,                 4.4785,                0.18818,                 3.3217,                 1.9845,               6.62e-05,               6.62e-05,               6.62e-05
                    295,                0.76406,                 3.1368,                  0.163,                 1.8893,                 1.1531,                0.35547,                0.69466,                0.58949,                0.36771,                0.21484,                0.41985,                0.28532,                0.09687,                 1.5661,                 4.4702,                0.18653,                 3.2823,                 1.9762,               5.96e-05,               5.96e-05,               5.96e-05
                    296,                0.81053,                 3.2701,                0.21358,                 1.8532,                 1.2067,                0.34615,                0.68702,                0.58916,                0.36855,                0.21538,                0.42748,                0.28673,                0.09621,                 1.5587,                 4.4787,                0.18467,                 3.2364,                  1.977,                5.3e-05,                5.3e-05,                5.3e-05
                    297,                 0.8553,                 3.3992,                0.21246,                 1.9299,                 1.2744,                0.35271,                0.69466,                0.59449,                0.37095,                0.21705,                0.42748,                0.30316,                 0.1005,                 1.5663,                  4.486,                0.18338,                  3.214,                 1.9802,               4.64e-05,               4.64e-05,               4.64e-05
                    298,                0.75253,                 3.0283,                0.19142,                 1.8807,                 1.1257,                0.36842,                0.69466,                0.59861,                0.36949,                0.23077,                0.43511,                0.32069,                0.10491,                 1.5788,                 4.4733,                0.18401,                 3.2656,                 1.9867,               3.98e-05,               3.98e-05,               3.98e-05
